study_a,study_b,var_name_a,var_name_b,similarity_score
gissi-hf,time-chf,v2_hstnt,hstnt_v12,0.888888888888889
gissi-hf,time-chf,v2_hstnt,hstnt_v1,0.888888888888889
gissi-hf,time-chf,v2_hstnt,hstnt_v6,0.888888888888889
gissi-hf,time-chf,v2_hstnt,hstnt_v3,1.0
gissi-hf,time-chf,v2_hstnt,hstnt_v18,0.888888888888889
gissi-hf,time-chf,f8_ast,ast,0.7777777777777778
gissi-hf,time-chf,f9_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f9_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f9_openstat,statin01,0.875
gissi-hf,time-chf,f6_flutter,afib_bl,0.625
gissi-hf,time-chf,f6_flutter,afib_12,0.75
gissi-hf,time-chf,f6_flutter,afib_18,0.625
gissi-hf,time-chf,f14_edemperi,edema18,0.875
gissi-hf,time-chf,f14_edemperi,edemahist18,0.625
gissi-hf,time-chf,f14_edemperi,edema6,0.875
gissi-hf,time-chf,f14_edemperi,edema1,0.875
gissi-hf,time-chf,f14_edemperi,edemahist12,0.625
gissi-hf,time-chf,f14_edemperi,edemahist3,0.625
gissi-hf,time-chf,f14_edemperi,edema12,0.875
gissi-hf,time-chf,f14_edemperi,edemahistory,0.625
gissi-hf,time-chf,f14_edemperi,edema3,0.875
gissi-hf,time-chf,f14_edemperi,edemahist6,0.625
gissi-hf,time-chf,f14_edemperi,edemahist1,0.625
gissi-hf,time-chf,f14_edemperi,edema,0.875
gissi-hf,time-chf,desaltac,ace_at_v3,0.625
gissi-hf,time-chf,desaltac,doseacev12,0.625
gissi-hf,time-chf,desaltac,ace_at_v12,0.625
gissi-hf,time-chf,desaltac,ace_at_v6,0.625
gissi-hf,time-chf,desaltac,blace,0.875
gissi-hf,time-chf,desaltac,v3ace,0.75
gissi-hf,time-chf,desaltac,aceadjbl,0.75
gissi-hf,time-chf,desaltac,doseacev3,0.625
gissi-hf,time-chf,desaltac,aceadj12,0.625
gissi-hf,time-chf,desaltac,ace_at_bl,0.75
gissi-hf,time-chf,desaltac,doseacebl,0.75
gissi-hf,time-chf,desaltac,v1ace,0.75
gissi-hf,time-chf,desaltac,ace_at_v1,0.625
gissi-hf,time-chf,desaltac,v12ace,0.75
gissi-hf,time-chf,desaltac,aceadj6,0.625
gissi-hf,time-chf,desaltac,aceadj3,0.625
gissi-hf,time-chf,desaltac,doseacev6,0.625
gissi-hf,time-chf,desaltac,v6ace,0.75
gissi-hf,time-chf,desaltac,aceadj1,0.625
gissi-hf,time-chf,desaltac,doseacev18,0.625
gissi-hf,time-chf,desaltac,doseacev1,0.625
gissi-hf,time-chf,desaltac,v18ace,0.75
gissi-hf,time-chf,desaltac,ace_at_v18,0.625
gissi-hf,time-chf,ondeq,pathologischeqinv4v6_18,0.6875000000000001
gissi-hf,time-chf,ondeq,pathologischeqinavli_12,0.7083333333333334
gissi-hf,time-chf,ondeq,pathologischeqiniiiiiavf_18,0.6875000000000001
gissi-hf,time-chf,ondeq,pathologischeqinv4v6,0.8125000000000001
gissi-hf,time-chf,ondeq,pathologischeqinv4v6_12,0.6875000000000001
gissi-hf,time-chf,ondeq,pathologischeqinv2v3_12,0.7083333333333334
gissi-hf,time-chf,ondeq,pathologischeqinv2v3_18,0.7083333333333334
gissi-hf,time-chf,ondeq,pathologischeqiniiiiiavf_12,0.6875000000000001
gissi-hf,time-chf,ondeq,pathologischeqinavli_18,0.7083333333333334
gissi-hf,time-chf,ondeq,pathologischeqinv2v3,0.8333333333333334
gissi-hf,time-chf,ondeq,pathologischeqinavli,0.8333333333333334
gissi-hf,time-chf,ondeq,pathologischeqiniiiiiavf,0.8125000000000001
gissi-hf,time-chf,f3_nitrati,nitratadj6,0.625
gissi-hf,time-chf,f3_nitrati,v6nitrat,0.625
gissi-hf,time-chf,f3_nitrati,nitratadj12,0.625
gissi-hf,time-chf,f3_nitrati,nitratadjbl,0.625
gissi-hf,time-chf,f3_nitrati,v1nitrat,0.75
gissi-hf,time-chf,f3_nitrati,nitratadj3,0.625
gissi-hf,time-chf,f3_nitrati,nitratadj1,0.75
gissi-hf,time-chf,f3_nitrati,v12nitrat,0.625
gissi-hf,time-chf,f3_nitrati,v3nitrat,0.625
gissi-hf,time-chf,f3_nitrati,v18nitrat,0.625
gissi-hf,time-chf,f3_nitrati,blnitrat,0.625
gissi-hf,time-chf,f13_anticoag,oak_v18,0.875
gissi-hf,time-chf,f13_anticoag,oak_v6,0.875
gissi-hf,time-chf,f13_anticoag,oak_v12,0.875
gissi-hf,time-chf,f13_anticoag,oak_bl,0.875
gissi-hf,time-chf,f13_anticoag,oak_v3,0.875
gissi-hf,time-chf,f13_anticoag,oak_v1,0.875
gissi-hf,time-chf,f12_ualt,alt,0.5555555555555556
gissi-hf,time-chf,f13_nyha,nyha18_class,0.875
gissi-hf,time-chf,f13_nyha,nyha3_class,0.875
gissi-hf,time-chf,f13_nyha,nyha1_class,0.875
gissi-hf,time-chf,f13_nyha,nyha_class,0.875
gissi-hf,time-chf,f13_nyha,nyha6_class,0.875
gissi-hf,time-chf,f13_nyha,nyha12_class,0.875
gissi-hf,time-chf,f7_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f7_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f7_openstat,statin01,0.875
gissi-hf,time-chf,trigli,triglyc,0.888888888888889
gissi-hf,time-chf,f7_anticoag,oak_v18,1.0
gissi-hf,time-chf,f7_anticoag,oak_v6,0.875
gissi-hf,time-chf,f7_anticoag,oak_v12,0.875
gissi-hf,time-chf,f7_anticoag,oak_bl,0.875
gissi-hf,time-chf,f7_anticoag,oak_v3,0.875
gissi-hf,time-chf,f7_anticoag,oak_v1,0.875
gissi-hf,time-chf,f13_altrobb,bb_at_v3,0.625
gissi-hf,time-chf,f13_altrobb,bbadjbl,0.625
gissi-hf,time-chf,f13_altrobb,v1bb,0.625
gissi-hf,time-chf,f13_altrobb,v6bb,0.625
gissi-hf,time-chf,f13_altrobb,bbadj1,0.625
gissi-hf,time-chf,f13_altrobb,bb_at_v12,0.625
gissi-hf,time-chf,f13_altrobb,bbadj12,0.625
gissi-hf,time-chf,f13_altrobb,dosebbv1,0.625
gissi-hf,time-chf,f13_altrobb,bb_at_bl,0.625
gissi-hf,time-chf,f13_altrobb,blbb,0.625
gissi-hf,time-chf,f13_altrobb,v3bb,0.625
gissi-hf,time-chf,f13_altrobb,v18bb,0.625
gissi-hf,time-chf,f13_altrobb,bbadj3,0.625
gissi-hf,time-chf,f13_altrobb,dosebbv18,0.625
gissi-hf,time-chf,f13_altrobb,bb_at_v18,0.625
gissi-hf,time-chf,f13_altrobb,dosebbbl,0.625
gissi-hf,time-chf,f13_altrobb,dosebbv3,0.625
gissi-hf,time-chf,f13_altrobb,bbadj6,0.625
gissi-hf,time-chf,f13_altrobb,dosebbv12,0.625
gissi-hf,time-chf,f13_altrobb,bb_at_v6,0.625
gissi-hf,time-chf,f13_altrobb,v12bb,0.625
gissi-hf,time-chf,f13_altrobb,bb_at_v1,0.625
gissi-hf,time-chf,f13_altrobb,dosebbv6,0.625
gissi-hf,time-chf,f8_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f8_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f8_dosaltbb,v1bb,0.625
gissi-hf,time-chf,f8_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f8_dosaltbb,bbadj1,0.625
gissi-hf,time-chf,f8_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f8_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f8_dosaltbb,dosebbv1,0.5555555555555556
gissi-hf,time-chf,f8_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f8_dosaltbb,blbb,0.625
gissi-hf,time-chf,f8_dosaltbb,v3bb,0.625
gissi-hf,time-chf,f8_dosaltbb,v18bb,0.625
gissi-hf,time-chf,f8_dosaltbb,bbadj3,0.625
gissi-hf,time-chf,f8_dosaltbb,dosebbv18,0.5555555555555556
gissi-hf,time-chf,f8_dosaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f8_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f8_dosaltbb,dosebbv3,0.5555555555555556
gissi-hf,time-chf,f8_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f8_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f8_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f8_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f8_dosaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f8_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,aachen-hf,f9_pas,sbp,1.0
gissi-hf,aachen-hf,preiper,hypertension,1.0
gissi-hf,aachen-hf,f7_altrobb,bb,0.75
gissi-hf,aachen-hf,f7_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f7_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,f8_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f5_pas,sbp,1.0
gissi-hf,aachen-hf,f9_edemperi,edema,1.0
gissi-hf,aachen-hf,f12_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f12_daltace,ace,0.75
gissi-hf,aachen-hf,f12_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,f8_pesoatt,weight,1.0
gissi-hf,aachen-hf,f14_hbglico,hba1c,1.0
gissi-hf,aachen-hf,f12_hbglico,hba1c,1.0
gissi-hf,aachen-hf,f99_pas,sbp,1.0
gissi-hf,aachen-hf,f14_altace,ace,0.75
gissi-hf,aachen-hf,f14_altace,ace_dd,0.75
gissi-hf,aachen-hf,f7_nyha,nyha,1.0
gissi-hf,aachen-hf,f11_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f7_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f11_desaltac,ace,0.875
gissi-hf,aachen-hf,f11_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f14_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f7_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f5_desaltac,ace,0.875
gissi-hf,aachen-hf,f5_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,v2_hscrp,hscrp,1.0
gissi-hf,aachen-hf,f4_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f14_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f13_desaltbb,bb,0.75
gissi-hf,aachen-hf,f13_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f13_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,causc,hf.first.diagnosed,0.75
gissi-hf,aachen-hf,causc,lvef_cat,0.75
gissi-hf,aachen-hf,f3_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f3_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f3_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f3_pad,dbp,1.0
gissi-hf,aachen-hf,f14_colehdl,hdlc,1.0
gissi-hf,aachen-hf,alt,alt,0.888888888888889
gissi-hf,aachen-hf,f12_colehdl,hdlc,1.0
gissi-hf,aachen-hf,f4_altrobb,bb,0.75
gissi-hf,aachen-hf,f4_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f4_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,coletot,tchol,1.0
gissi-hf,aachen-hf,altrobb,bb,0.75
gissi-hf,aachen-hf,altrobb,bbdose,0.75
gissi-hf,aachen-hf,altrobb,bb_dd,0.75
gissi-hf,aachen-hf,flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f8_altrobb,bb,0.75
gissi-hf,aachen-hf,f8_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f8_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,v12_datavis,date,1.0
gissi-hf,aachen-hf,f10_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f14_nyha,nyha,1.0
gissi-hf,aachen-hf,f10_altace,ace,0.75
gissi-hf,aachen-hf,f10_altace,ace_dd,0.75
gissi-hf,aachen-hf,f4_creatin,creatinine,1.0
gissi-hf,aachen-hf,v13_datavis,date,1.0
gissi-hf,aachen-hf,f8_creatin,creatinine,1.0
gissi-hf,aachen-hf,f10_edemperi,edema,1.0
gissi-hf,aachen-hf,f8_ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,f4_coleldl,ldlc,1.0
gissi-hf,aachen-hf,coleldl,ldlc,1.0
gissi-hf,aachen-hf,f5_desaltbb,bb,0.75
gissi-hf,aachen-hf,f5_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f5_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f3_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f11_pesoatt,weight,1.0
gissi-hf,aachen-hf,f14_coletot,tchol,1.0
gissi-hf,aachen-hf,f6_desaltac,ace,0.875
gissi-hf,aachen-hf,f6_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f9_daltace,ace,0.75
gissi-hf,aachen-hf,f9_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,f99_pad,dbp,1.0
gissi-hf,aachen-hf,f14_last,ast,0.6666666666666667
gissi-hf,aachen-hf,v14_datavis,date,1.0
gissi-hf,aachen-hf,f6_coletot,tchol,1.0
gissi-hf,aachen-hf,f13_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f13_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f13_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f9_pesoatt,weight,1.0
gissi-hf,aachen-hf,f3_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f99_desaltac,ace,0.875
gissi-hf,aachen-hf,f99_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f12_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f12_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f12_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f13_edemperi,edema,1.0
gissi-hf,aachen-hf,f12_pesoatt,weight,1.0
gissi-hf,aachen-hf,f3_edemperi,edema,1.0
gissi-hf,aachen-hf,f5_nyha,nyha,1.0
gissi-hf,aachen-hf,f3_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f3_creatin,creatinine,1.0
gissi-hf,aachen-hf,f3_daltace,ace,0.75
gissi-hf,aachen-hf,f3_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,v1_hstnt,hstnt,0.888888888888889
gissi-hf,aachen-hf,f14_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f4_last,ast,0.6666666666666667
gissi-hf,aachen-hf,f9_pad,dbp,1.0
gissi-hf,aachen-hf,f10_colehdl,hdlc,1.0
gissi-hf,aachen-hf,altezza,height,1.0
gissi-hf,aachen-hf,f6_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f11_altace,ace,0.75
gissi-hf,aachen-hf,f11_altace,ace_dd,0.75
gissi-hf,aachen-hf,f4_desaltbb,bb,0.75
gissi-hf,aachen-hf,f4_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f4_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f6_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f6_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f12_last,ast,0.6666666666666667
gissi-hf,aachen-hf,sesso,sex,1.0
gissi-hf,aachen-hf,v11_datavis,date,1.0
gissi-hf,aachen-hf,f5_daltace,ace,0.75
gissi-hf,aachen-hf,f5_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,f13_pesoatt,weight,1.0
gissi-hf,aachen-hf,datamisu,date,1.0
gissi-hf,aachen-hf,altace,ace,0.75
gissi-hf,aachen-hf,altace,ace_dd,0.75
gissi-hf,aachen-hf,v7_datavis,date,1.0
gissi-hf,aachen-hf,f12_lalt,alt,0.6666666666666667
gissi-hf,aachen-hf,f3_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f5_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f7_ast,ast,0.888888888888889
gissi-hf,aachen-hf,v1_hscrp,hscrp,1.0
gissi-hf,aachen-hf,f10_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f10_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f10_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f7_colehdl,hdlc,1.0
gissi-hf,aachen-hf,f14_pad,dbp,1.0
gissi-hf,aachen-hf,f6_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f5_pesoatt,weight,1.0
gissi-hf,aachen-hf,f7_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f14_desaltac,ace,0.875
gissi-hf,aachen-hf,f14_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f6_pesoatt,weight,1.0
gissi-hf,aachen-hf,f12_pas,sbp,1.0
gissi-hf,aachen-hf,f10_pad,dbp,1.0
gissi-hf,aachen-hf,f12_coletot,tchol,1.0
gissi-hf,aachen-hf,f99_edemperi,edema,1.0
gissi-hf,aachen-hf,f7_pas,sbp,1.0
gissi-hf,aachen-hf,f10_creatin,creatinine,1.0
gissi-hf,aachen-hf,f9_altace,ace,0.75
gissi-hf,aachen-hf,f9_altace,ace_dd,0.75
gissi-hf,aachen-hf,f12_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f5_edemperi,edema,1.0
gissi-hf,aachen-hf,f6_daltace,ace,0.75
gissi-hf,aachen-hf,f6_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,f7_lalt,alt,0.6666666666666667
gissi-hf,aachen-hf,f4_edemperi,edema,1.0
gissi-hf,aachen-hf,f4_pas,sbp,1.0
gissi-hf,aachen-hf,f3_desaltbb,bb,0.75
gissi-hf,aachen-hf,f3_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f3_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,pesoatt,weight,1.0
gissi-hf,aachen-hf,f8_coletot,tchol,1.0
gissi-hf,aachen-hf,f6_edemperi,edema,1.0
gissi-hf,aachen-hf,f14_desaltbb,bb,0.75
gissi-hf,aachen-hf,f14_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f14_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f8_last,ast,0.6666666666666667
gissi-hf,aachen-hf,f5_lalt,alt,0.6666666666666667
gissi-hf,aachen-hf,f4_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f14_trigli,triglyceride,1.0
gissi-hf,aachen-hf,f8_desaltac,ace,0.875
gissi-hf,aachen-hf,f8_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f10_nyha,nyha,1.0
gissi-hf,aachen-hf,age,age,1.0
gissi-hf,aachen-hf,f7_coletot,tchol,1.0
gissi-hf,aachen-hf,f13_pad,dbp,1.0
gissi-hf,aachen-hf,f8_pad,dbp,1.0
gissi-hf,aachen-hf,mesedia,hf.first.diagnosed,1.0
gissi-hf,aachen-hf,mesedia,lvef_cat,0.75
gissi-hf,aachen-hf,f10_pas,sbp,1.0
gissi-hf,aachen-hf,f10_desaltac,ace,0.875
gissi-hf,aachen-hf,f10_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,colehdl,hdlc,1.0
gissi-hf,aachen-hf,f99_altace,ace,0.75
gissi-hf,aachen-hf,f99_altace,ace_dd,0.75
gissi-hf,aachen-hf,f8_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f11_pad,dbp,1.0
gissi-hf,aachen-hf,f8_trigli,triglyceride,1.0
gissi-hf,aachen-hf,f10_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f6_pad,dbp,1.0
gissi-hf,aachen-hf,f12_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f4_pesoatt,weight,1.0
gissi-hf,aachen-hf,f5_pad,dbp,1.0
gissi-hf,aachen-hf,f10_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f6_last,ast,0.6666666666666667
gissi-hf,aachen-hf,f9_altrobb,bb,0.75
gissi-hf,aachen-hf,f9_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f9_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,f9_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f4_trigli,triglyceride,1.0
gissi-hf,aachen-hf,f3_lalt,alt,0.6666666666666667
gissi-hf,aachen-hf,f11_daltace,ace,0.75
gissi-hf,aachen-hf,f11_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,f10_pesoatt,weight,1.0
gissi-hf,aachen-hf,f3_ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,f4_altace,ace,0.75
gissi-hf,aachen-hf,f4_altace,ace_dd,0.75
gissi-hf,aachen-hf,f4_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f4_ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,preictus,historyofstroke,1.0
gissi-hf,aachen-hf,f8_nyha,nyha,1.0
gissi-hf,aachen-hf,f13_desaltac,ace,0.875
gissi-hf,aachen-hf,f13_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,v99_datavis,date,1.0
gissi-hf,aachen-hf,f7_ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,f10_coletot,tchol,1.0
gissi-hf,aachen-hf,f11_desaltbb,bb,0.75
gissi-hf,aachen-hf,f11_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f11_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f3_coletot,tchol,1.0
gissi-hf,aachen-hf,f7_creatin,creatinine,1.0
gissi-hf,aachen-hf,f14_alt,alt,0.888888888888889
gissi-hf,aachen-hf,last,ast,0.6666666666666667
gissi-hf,aachen-hf,f7_pad,dbp,1.0
gissi-hf,aachen-hf,f9_nyha,nyha,1.0
gissi-hf,aachen-hf,f8_colehdl,hdlc,1.0
gissi-hf,aachen-hf,pas,sbp,1.0
gissi-hf,aachen-hf,f12_altrobb,bb,0.75
gissi-hf,aachen-hf,f12_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f12_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,f4_coletot,tchol,1.0
gissi-hf,aachen-hf,f5_last,ast,0.6666666666666667
gissi-hf,aachen-hf,codr1,patientid,1.0
gissi-hf,aachen-hf,prefumo,smoker,1.0
gissi-hf,aachen-hf,f3_altrobb,bb,0.75
gissi-hf,aachen-hf,f3_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f3_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,f12_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f6_altace,ace,0.75
gissi-hf,aachen-hf,f6_altace,ace_dd,0.75
gissi-hf,aachen-hf,f3_altace,ace,0.75
gissi-hf,aachen-hf,f3_altace,ace_dd,0.75
gissi-hf,aachen-hf,f8_pas,sbp,1.0
gissi-hf,aachen-hf,f4_colehdl,hdlc,1.0
gissi-hf,aachen-hf,f8_altace,ace,0.75
gissi-hf,aachen-hf,f8_altace,ace_dd,0.75
gissi-hf,aachen-hf,f7_daltace,ace,0.75
gissi-hf,aachen-hf,f7_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,nyha,nyha,1.0
gissi-hf,aachen-hf,f6_trigli,triglyceride,1.0
gissi-hf,aachen-hf,ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,f8_daltace,ace,0.75
gissi-hf,aachen-hf,f8_daltace,ace_dd,0.888888888888889
gissi-hf,aachen-hf,edemperi,edema,1.0
gissi-hf,aachen-hf,f10_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f14_creatin,creatinine,1.0
gissi-hf,aachen-hf,f6_hbglico,hba1c,1.0
gissi-hf,aachen-hf,f5_ast,ast,0.888888888888889
gissi-hf,aachen-hf,f13_altace,ace,0.75
gissi-hf,aachen-hf,f13_altace,ace_dd,0.75
gissi-hf,aachen-hf,f14_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f14_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f14_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f5_altace,ace,0.75
gissi-hf,aachen-hf,f5_altace,ace_dd,0.75
gissi-hf,aachen-hf,v9_datavis,date,1.0
gissi-hf,aachen-hf,f5_uast,ast,0.6666666666666667
gissi-hf,aachen-hf,f4_alt,alt,0.888888888888889
gissi-hf,aachen-hf,f3_desaltac,ace,0.875
gissi-hf,aachen-hf,f3_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,v3_datavis,date,1.0
gissi-hf,aachen-hf,f14_ualt,alt,0.6666666666666667
gissi-hf,aachen-hf,f14_altrobb,bb,0.75
gissi-hf,aachen-hf,f14_altrobb,bbdose,0.75
gissi-hf,aachen-hf,f14_altrobb,bb_dd,0.75
gissi-hf,aachen-hf,f8_edemperi,edema,1.0
gissi-hf,aachen-hf,f10_desaltbb,bb,0.75
gissi-hf,aachen-hf,f10_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f10_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f99_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f99_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f99_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f12_nyha,nyha,1.0
gissi-hf,aachen-hf,f4_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f4_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f4_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,peso6m,weight,1.0
gissi-hf,aachen-hf,f7_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f7_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f7_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,f12_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f6_desaltbb,bb,0.75
gissi-hf,aachen-hf,f6_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f6_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f14_pas,sbp,1.0
gissi-hf,aachen-hf,docucoro,hf.first.diagnosed,0.75
gissi-hf,aachen-hf,docucoro,lvef_cat,0.75
gissi-hf,aachen-hf,hbglico,hba1c,1.0
gissi-hf,aachen-hf,f9_desaltac,ace,0.875
gissi-hf,aachen-hf,f9_desaltac,ace_dd,0.75
gissi-hf,aachen-hf,f7_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f6_pas,sbp,1.0
gissi-hf,aachen-hf,f8_desaltbb,bb,0.75
gissi-hf,aachen-hf,f8_desaltbb,bbdose,0.75
gissi-hf,aachen-hf,f8_desaltbb,bb_dd,0.75
gissi-hf,aachen-hf,f4_pad,dbp,1.0
gissi-hf,aachen-hf,f5_trigli,triglyceride,1.0
gissi-hf,aachen-hf,f12_edemperi,edema,1.0
gissi-hf,aachen-hf,f5_dosaltbb,bb,0.75
gissi-hf,aachen-hf,f5_dosaltbb,bbdose,0.6666666666666667
gissi-hf,aachen-hf,f5_dosaltbb,bb_dd,0.888888888888889
gissi-hf,aachen-hf,v8_datavis,date,1.0
gissi-hf,aachen-hf,f3_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f10_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f3_last,ast,0.6666666666666667
gissi-hf,aachen-hf,f11_pas,sbp,1.0
gissi-hf,aachen-hf,v2_nt_probnp,nt.pro.bnp,1.0
gissi-hf,aachen-hf,lalt,alt,0.6666666666666667
gissi-hf,aachen-hf,f8_coleldl,ldlc,1.0
gissi-hf,aachen-hf,f8_flutter,atrialfibrillation,1.0
gissi-hf,aachen-hf,f99_daltace,ace,0.75
