source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
bltora,diuretica,942350,21601461,rxnorm:38413,torsemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
bltora,diureticumyn,942350,21601461,rxnorm:38413,torsemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
blspiro,dosisfrequentiediuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
blspiro,dosisdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blspiro,doseringdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
blspiro,dagdosisdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blspiro,furosemide_equivalent,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blspiro,diuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
blspiro,diureticumyn,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_bl,dosisfrequentiediuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
spiroat_bl,dosisdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroat_bl,doseringdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
spiroat_bl,dagdosisdiuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroat_bl,furosemide_equivalent,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
spiroat_bl,diuretica,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
spiroat_bl,diureticumyn,21601533,21601461,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
aa,comorbiditeit_vaatlijden,317585,3654996,snomed:67362008,aortic aneurysm,snomed:840580004,peripheral arterial disease,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
statin01,statineyn,21601855,42536020,atc:c10aa,hmg-coa reductase inhibitor,snomed:734592007,hmg-coa reductase inhibitor,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
statin_dose_bl,statineyn,21601855,42536020,atc:c10aa,hmg-coa reductase inhibitor,snomed:734592007,hmg-coa reductase inhibitor,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blfuro,dosisfrequentiediuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
blfuro,dosisdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blfuro,doseringdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
blfuro,dagdosisdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blfuro,furosemide_equivalent,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
blfuro,diuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
blfuro,diureticumyn,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
dosefurobl,dosisfrequentiediuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosefurobl,dosisdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,float,"For harmonization, no transformation required."
dosefurobl,doseringdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,qualitative_variable,milligram,str,Transformation rule not defined
dosefurobl,dagdosisdiuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,,int,"For harmonization, no transformation required."
dosefurobl,furosemide_equivalent,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,continuous_variable,milligram,int,"For harmonization, no transformation required."
dosefurobl,diuretica,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
dosefurobl,diureticumyn,956874,21601461,rxnorm:4603,furosemide,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
paht,vcicollaps,4322024,35624289,snomed:70995007,pulmonary hypertension,snomed:766949003,obstruction of superior vena cava,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
valvhd,ritme,4281749,44784217,snomed:368009,heart valve disorder,snomed:698247007,cardiac arrhythmia,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization, convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question"
valvhd,oorzaakhf_overigeritmestoornissen,4281749,44784217,snomed:368009,heart valve disorder,snomed:698247007,cardiac arrhythmia,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
rasdose_bl,dosisfrequentieace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,multi_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,dagdosisace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,milligram,float,"For harmonization, no transformation required."
rasdose_bl,dosisace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,float,"For harmonization, no transformation required."
rasdose_bl,ace_contra,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,aceyn,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,aceinhibitor,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,aceroptimaal,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,ace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,multi_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,acedose,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,percent,float,"For harmonization, no transformation required."
rasdose_bl,doseringace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,qualitative_variable,milligram,str,Transformation rule not defined
ras_at_bl,dosisfrequentieace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
ras_at_bl,dagdosisace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,dosisace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,ace_contra,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,aceyn,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,aceinhibitor,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,aceroptimaal,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
ras_at_bl,ace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
ras_at_bl,acedose,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,percent,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,doseringace,21601782,21601784,atc:c09,agents acting on the renin-angiotensin system,atc:c09aa,"""ace inhibitors, plain""",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
rasdose_bl,ras,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,aceenarbyn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,doseringarni,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,float,"For harmonization, no transformation required."
rasdose_bl,renineremmeryn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,qualitative_variable,,str,Transformation rule not defined
rasdose_bl,dosisrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,float,"For harmonization, no transformation required."
rasdose_bl,dagdosisrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,milligram,int,"For harmonization, no transformation required."
rasdose_bl,doseringrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,qualitative_variable,,str,Transformation rule not defined
rasdose_bl,dosisfrequentierenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,,int,"For harmonization, no transformation required."
rasdose_bl,aceorarbyn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,renineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
rasdose_bl,arni,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,qualitative_variable,,str,Transformation rule not defined
ras_at_bl,ras,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,aceenarbyn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,doseringarni,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,renineremmeryn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
ras_at_bl,dosisrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,dagdosisrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,doseringrenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
ras_at_bl,dosisfrequentierenineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,,int,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,aceorarbyn,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,renineremmer,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
ras_at_bl,arni,21601782,21601849,atc:c09,agents acting on the renin-angiotensin system,atc:c09xa,renin-inhibitors,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,qualitative_variable,,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
rasdose_bl,arniyn,21601782,1588648,atc:c09,agents acting on the renin-angiotensin system,atc:c09dx04,"valsartan and sacubitril, oral",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,binary_class_variable,,str,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
ras_at_bl,arniyn,21601782,1588648,atc:c09,agents acting on the renin-angiotensin system,atc:c09dx04,"valsartan and sacubitril, oral",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
