source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,source_visit,target_visit,transformation_rule,source_type,source_unit,source_data_type,source_categories_labels,source_original_categories,target_type,target_unit,target_data_type,target_categories_labels,target_original_categories,mapping type,harmonization_status
rasdose_v12,f6_ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
rasdose_bl,dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,,int,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Identical)
rasdose_bl,ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ras_at_bl,dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ras_at_bl,ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ras_at_v12,f6_dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ras_at_v12,f6_ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
rasdose_v1,f3_ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
rasdose_v1,f3_dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,,int,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Identical)
ras_at_v18,f7_dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ras_at_v18,f7_ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
ras_at_v3,f4_ramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ras_at_v3,f4_dramip,21601782,1334456,atc:c09,agents acting on the renin-angiotensin system,rxnorm:35296,ramipril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
rasdose_v18,f7_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ras_at_v6,f5_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ras_at_v1,f3_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
rasdose_v6,f5_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
rasdose_v3,f4_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
rasdose_v12,f6_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
rasdose_bl,sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
ras_at_bl,sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
ras_at_v12,f6_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
rasdose_v1,f3_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,,int,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
ras_at_v18,f7_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ras_at_v3,f4_sartani,21601782,21601823,atc:c09,agents acting on the renin-angiotensin system,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
doseacebl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
doseacebl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
v6ace,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,lisinopril; trandolapril; captopril; quinapril; perindopril; spirapril; fosinopril; ramipril; other; no; enalapril; cilazapril; benazapril,11; 6; 8; 1; 4; 2; 5; 10; 12; 0; 9; 7; 3,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
v6ace,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,lisinopril; trandolapril; captopril; quinapril; perindopril; spirapril; fosinopril; ramipril; other; no; enalapril; cilazapril; benazapril,11; 6; 8; 1; 4; 2; 5; 10; 12; 0; 9; 7; 3,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
aceadj6,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,more than once; once; medication stopped - side effect; no; other; reduced; stop,2; 1; 5; 0; 6; 3; 4,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
aceadj6,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,more than once; once; medication stopped - side effect; no; other; reduced; stop,2; 1; 5; 0; 6; 3; 4,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
doseacev12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
doseacev12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ace_at_v18,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ace_at_v18,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
v1ace,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,lisinopril; spirapril; benazapril; fosinopril; enalapril; quinapril; perindopril; no; ramipril; other; cilazapril; trandolapril; captopril,11; 2; 3; 5; 9; 1; 4; 0; 10; 12; 7; 6; 8,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v1ace,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,lisinopril; spirapril; benazapril; fosinopril; enalapril; quinapril; perindopril; no; ramipril; other; cilazapril; trandolapril; captopril,11; 2; 3; 5; 9; 1; 4; 0; 10; 12; 7; 6; 8,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
doseacev1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
doseacev1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
doseacev18,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
doseacev18,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ace_at_v1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ace_at_v1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ace_at_v6,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ace_at_v6,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v18ace,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,no; fosinopril; perindopril; spirapril; quinapril; enalapril; trandolapril; other; benazapril; cilazapril; ramipril; captopril; lisinopril,0; 5; 4; 2; 1; 9; 6; 12; 3; 7; 10; 8; 11,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v18ace,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,no; fosinopril; perindopril; spirapril; quinapril; enalapril; trandolapril; other; benazapril; cilazapril; ramipril; captopril; lisinopril,0; 5; 4; 2; 1; 9; 6; 12; 3; 7; 10; 8; 11,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ace_at_v12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ace_at_v12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
blace,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,enalapril; ramipril; other; no; benazapril; lisinopril; spirapril; trandolapril; cilazapril; captopril; perindopril; quinapril; fosinopril,9; 10; 12; 0; 3; 11; 2; 6; 7; 8; 4; 1; 5,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
blace,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,enalapril; ramipril; other; no; benazapril; lisinopril; spirapril; trandolapril; cilazapril; captopril; perindopril; quinapril; fosinopril,9; 10; 12; 0; 3; 11; 2; 6; 7; 8; 4; 1; 5,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
doseacev3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,graph hierarchy match,Complete Match (Compatible)
doseacev3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
aceadj3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,medication stopped - side effect; stop; more than once; once; reduced; no; other,5; 4; 2; 1; 3; 0; 6,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
aceadj3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,medication stopped - side effect; stop; more than once; once; reduced; no; other,5; 4; 2; 1; 3; 0; 6,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
aceadjbl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,stop; once; other; no; more than once; medication stopped - side effect; reduced,4; 1; 6; 0; 2; 5; 3,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
aceadjbl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,stop; once; other; no; more than once; medication stopped - side effect; reduced,4; 1; 6; 0; 2; 5; 3,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v3ace,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,cilazapril; quinapril; perindopril; spirapril; lisinopril; captopril; enalapril; benazapril; ramipril; other; fosinopril; no; trandolapril,7; 1; 4; 2; 11; 8; 9; 3; 10; 12; 5; 0; 6,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
v3ace,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,cilazapril; quinapril; perindopril; spirapril; lisinopril; captopril; enalapril; benazapril; ramipril; other; fosinopril; no; trandolapril,7; 1; 4; 2; 11; 8; 9; 3; 10; 12; 5; 0; 6,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Not Applicable
aceadj12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,medication stopped - side effect; other; once; reduced; stop; no; more than once,5; 6; 1; 3; 4; 0; 2,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
aceadj12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,medication stopped - side effect; other; once; reduced; stop; no; more than once,5; 6; 1; 3; 4; 0; 2,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
aceadj1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,medication stopped - side effect; no; stop; once; more than once; reduced; other,5; 0; 4; 1; 2; 3; 6,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
aceadj1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,medication stopped - side effect; no; stop; once; more than once; reduced; other,5; 0; 4; 1; 2; 3; 6,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Not Applicable
ace_at_bl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,graph hierarchy match,Complete Match (Identical)
ace_at_bl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ace_at_v3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,graph hierarchy match,Not Applicable
ace_at_v3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,captopril,drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,graph hierarchy match,Complete Match (Identical)
