source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
spiroat_bl,bm_adiud3,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,im_adiud4,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,im_adiu,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
spiroat_bl,hm_adiud2,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,gm_adiu,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,no; yes,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""no; yes""}"
spiroat_bl,hm_adiu,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
spiroat_bl,fm_adiu,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,binary_class_variable,,int,yes; no,"{""rule"": ""No transformation required. Source and target categorical values match."", ""source_categories"": ""no; yes"", ""target_categories"": ""yes; no""}"
spiroat_bl,dm_adiud2,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,gm_adiud4,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,fm_adiud1,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,gm_adiuw,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,hm_adiud3,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,dm_adiud3,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,gm_adiud1,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,hm_adiud4,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,em_adiud1,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,continuous_variable,milligram,float,,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
spiroat_bl,dm_adiuw,21601533.0,21601461.0,atc:c03da,aldosterone antagonists,atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,no; yes,qualitative_variable,,str,,"{""rule"": ""Map structured categorical codes to consistent text labels. Requires normalization. Only suitable for qualitative fields with finite, structured values."", ""source_categories"": ""no; yes"", ""target_categories"": """"}"
chol,el_cholv,3019900.0,4299360.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,snomed:77068002,cholesterol measurement,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,milligram per deciliter; millimole per liter; other,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": ""milligram per deciliter; millimole per liter; other""}"
chol,il_cholv,3019900.0,4299360.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,snomed:77068002,cholesterol measurement,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,other; millimole per liter; milligram per deciliter,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": ""other; millimole per liter; milligram per deciliter""}"
chol,fl_cholv,3019900.0,4299360.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,snomed:77068002,cholesterol measurement,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,other; milligram per deciliter; millimole per liter,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": ""other; milligram per deciliter; millimole per liter""}"
chol,gl_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,gl_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,il_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,dl_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,fl_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,fl_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,bl_cholv,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,>= 2 units; millimole per liter; milligram per deciliter,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": "">= 2 units; millimole per liter; milligram per deciliter""}"
chol,dl_cholv,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,milligram per deciliter; millimole per liter; >= 2 units,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": ""milligram per deciliter; millimole per liter; >= 2 units""}"
chol,bl_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,hl_cholv,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,milligram per deciliter; millimole per liter; >= 2 units,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": ""milligram per deciliter; millimole per liter; >= 2 units""}"
chol,il_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,gl_cholv,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,multi_class_variable,,str,>= 2 units; millimole per liter; milligram per deciliter,"{""rule"": ""Discretize continuous variable to categories. Acceptable only if information loss is minimal. Represent as: (1) binary flag for event presence, (2) category of event type."", ""source_categories"": """", ""target_categories"": "">= 2 units; millimole per liter; milligram per deciliter""}"
chol,hl_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,hl_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,bl_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,el_cholu,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,el_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
chol,dl_chol,3019900.0,3027114.0,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,cholesterol [mass/volume] in serum or plasma,measurement,semantic match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosenitratbl,dm_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
dosenitratbl,im_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,fm_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosenitratbl,bm_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosenitratbl,fm_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosenitratbl,em_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,yes; no,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""yes; no""}"
dosenitratbl,im_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrhw,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,em_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,im_arrhd4,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrhd2,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,dm_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,bm_arrhd3,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,gm_arrhd1,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosenitratbl,hm_arrh,1361711.0,21600248.0,rxnorm:4917,nitroglycerin,atc:c01b,"antiarrhythmics, class i and iii",drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,binary_class_variable,,int,no; yes,"{""rule"": ""Harmonization may not be possible for drug-related continuous \u2194 categorical mappings. Review therapy context."", ""source_categories"": """", ""target_categories"": ""no; yes""}"
